level,node_name,parent_name,class_count,train_count,val_count,path
7,earthstar,fungus,1,457,50,entity > physical entity > object > whole > living thing > organism > fungus > earthstar
7,gyromitra,fungus,1,485,50,entity > physical entity > object > whole > living thing > organism > fungus > gyromitra
7,hen-of-the-woods,fungus,1,443,50,entity > physical entity > object > whole > living thing > organism > fungus > hen-of-the-woods
7,stinkhorn,fungus,1,560,50,entity > physical entity > object > whole > living thing > organism > fungus > stinkhorn
7,contestant,person,1,569,50,entity > physical entity > object > whole > living thing > organism > person > contestant
7,explorer,person,1,473,50,entity > physical entity > object > whole > living thing > organism > person > explorer
7,peer,person,1,583,50,entity > physical entity > object > whole > living thing > organism > person > peer
7,vascular plant,plant,2,976,100,entity > physical entity > object > whole > living thing > organism > plant > vascular plant
7,reproductive structure,plant organ,6,3195,300,entity > physical entity > object > whole > natural object > plant part > plant organ > reproductive structure
8,bubble,globule,1,475,50,entity > abstraction > attribute > shape > round shape > sphere > ball > globule > bubble
8,bagel,bun,1,545,50,entity > physical entity > matter > solid > food > baked goods > bread > bun > bagel
8,pretzel,cracker,1,582,50,entity > physical entity > matter > solid > food > baked goods > bread > cracker > pretzel
8,French loaf,loaf of bread,1,481,50,entity > physical entity > matter > solid > food > baked goods > bread > loaf of bread > French loaf
8,eating apple,apple,1,515,50,entity > physical entity > matter > solid > food > produce > edible fruit > apple > eating apple
8,strawberry,berry,1,474,50,entity > physical entity > matter > solid > food > produce > edible fruit > berry > strawberry
8,lemon,citrus,1,562,50,entity > physical entity > matter > solid > food > produce > edible fruit > citrus > lemon
8,orange,citrus,1,621,50,entity > physical entity > matter > solid > food > produce > edible fruit > citrus > orange
8,broccoli,cruciferous vegetable,1,429,50,entity > physical entity > matter > solid > food > produce > vegetable > cruciferous vegetable > broccoli
8,cabbage,cruciferous vegetable,1,646,50,entity > physical entity > matter > solid > food > produce > vegetable > cruciferous vegetable > cabbage
8,cauliflower,cruciferous vegetable,1,605,50,entity > physical entity > matter > solid > food > produce > vegetable > cruciferous vegetable > cauliflower
8,potato,root vegetable,1,661,50,entity > physical entity > matter > solid > food > produce > vegetable > root vegetable > potato
8,pepper,solanaceous vegetable,1,568,50,entity > physical entity > matter > solid > food > produce > vegetable > solanaceous vegetable > pepper
8,summer squash,squash,2,1076,100,entity > physical entity > matter > solid > food > produce > vegetable > squash > summer squash
8,winter squash,squash,2,1075,100,entity > physical entity > matter > solid > food > produce > vegetable > squash > winter squash
8,punch,mixed drink,2,1039,100,entity > physical entity > matter > substance > food > beverage > alcohol > mixed drink > punch
8,red wine,wine,1,493,50,entity > physical entity > matter > substance > food > beverage > alcohol > wine > red wine
8,condiment,flavorer,3,1732,150,entity > physical entity > matter > substance > food > foodstuff > ingredient > flavorer > condiment
8,frozen dessert,dessert,2,1185,100,entity > physical entity > matter > substance > food > nutriment > course > dessert > frozen dessert
8,pudding,dessert,1,558,50,entity > physical entity > matter > substance > food > nutriment > course > dessert > pudding
8,plate,entree,1,640,50,entity > physical entity > matter > substance > food > nutriment > course > entree > plate
8,sandwich,snack food,2,1012,100,entity > physical entity > matter > substance > food > nutriment > dish > snack food > sandwich
8,consomme,soup,1,649,50,entity > physical entity > matter > substance > food > nutriment > dish > soup > consomme
8,hot pot,stew,1,561,50,entity > physical entity > matter > substance > food > nutriment > dish > stew > hot pot
8,crockery,tableware,3,1472,150,entity > physical entity > object > whole > artifact > article > ware > tableware > crockery
8,cutlery,tableware,1,577,50,entity > physical entity > object > whole > artifact > article > ware > tableware > cutlery
8,appliance,durables,12,6379,600,entity > physical entity > object > whole > artifact > commodity > consumer goods > durables > appliance
8,quilt,bedclothes,1,482,50,entity > physical entity > object > whole > artifact > covering > cloth covering > bedclothes > quilt
8,bandage,dressing,1,494,50,entity > physical entity > object > whole > artifact > covering > cloth covering > dressing > bandage
8,belt,accessory,1,549,50,entity > physical entity > object > whole > artifact > covering > clothing > accessory > belt
8,hairpiece,attire,1,497,50,entity > physical entity > object > whole > artifact > covering > clothing > attire > hairpiece
8,hosiery,footwear,3,1729,150,entity > physical entity > object > whole > artifact > covering > clothing > footwear > hosiery
8,diaper,garment,1,539,50,entity > physical entity > object > whole > artifact > covering > clothing > garment > diaper
8,neckwear,garment,3,1593,150,entity > physical entity > object > whole > artifact > covering > clothing > garment > neckwear
8,overgarment,garment,4,2243,200,entity > physical entity > object > whole > artifact > covering > clothing > garment > overgarment
8,robe,garment,2,1000,100,entity > physical entity > object > whole > artifact > covering > clothing > garment > robe
8,scarf,garment,2,1134,100,entity > physical entity > object > whole > artifact > covering > clothing > garment > scarf
8,shirt,garment,1,463,50,entity > physical entity > object > whole > artifact > covering > clothing > garment > shirt
8,skirt,garment,4,2027,200,entity > physical entity > object > whole > artifact > covering > clothing > garment > skirt
8,suit,garment,1,437,50,entity > physical entity > object > whole > artifact > covering > clothing > garment > suit
8,sweater,garment,2,1132,100,entity > physical entity > object > whole > artifact > covering > clothing > garment > sweater
8,swimsuit,garment,3,1706,150,entity > physical entity > object > whole > artifact > covering > clothing > garment > swimsuit
8,trouser,garment,1,447,50,entity > physical entity > object > whole > artifact > covering > clothing > garment > trouser
8,undergarment,garment,1,487,50,entity > physical entity > object > whole > artifact > covering > clothing > garment > undergarment
8,vest,garment,1,431,50,entity > physical entity > object > whole > artifact > covering > clothing > garment > vest
8,glove,handwear,1,508,50,entity > physical entity > object > whole > artifact > covering > clothing > handwear > glove
8,cap,headdress,3,1839,150,entity > physical entity > object > whole > artifact > covering > clothing > headdress > cap
8,hat,headdress,4,2171,200,entity > physical entity > object > whole > artifact > covering > clothing > headdress > hat
8,helmet,headdress,2,1097,100,entity > physical entity > object > whole > artifact > covering > clothing > headdress > helmet
8,pajama,nightwear,1,554,50,entity > physical entity > object > whole > artifact > covering > clothing > nightwear > pajama
8,gown,outerwear,2,1158,100,entity > physical entity > object > whole > artifact > covering > clothing > outerwear > gown
8,apron,protective garment,1,613,50,entity > physical entity > object > whole > artifact > covering > clothing > protective garment > apron
